timestamp 1655590017.270856, v 0.000000, i 0, n 0
timestamp 1655590460.063674, v 5.522517, i 3, n 115
timestamp 1655590460.088797, v 5.525220, i 2, n 116
timestamp 1655590460.113747, v 5.525362, i 3, n 116
timestamp 1655590460.138788, v 5.502060, i 2, n 116
timestamp 1655590460.163822, v 5.502332, i 3, n 116
timestamp 1655590460.189039, v 5.520913, i 2, n 115
timestamp 1655590460.213853, v 5.521081, i 3, n 115
timestamp 1655590460.239078, v 5.547930, i 2, n 115
timestamp 1655590460.263942, v 5.547925, i 3, n 115
timestamp 1655590460.289077, v 5.542347, i 2, n 116
timestamp 1655590460.314031, v 5.542383, i 3, n 116
timestamp 1655590460.339169, v 5.548225, i 2, n 115
timestamp 1655590460.364249, v 5.548231, i 3, n 115
timestamp 1655590460.389452, v 5.550000, i 2, n 115
timestamp 1655590460.414466, v 5.550000, i 3, n 115
timestamp 1655590460.439720, v 5.548153, i 2, n 116
timestamp 1655590460.464633, v 5.548157, i 3, n 116
timestamp 1655590460.489800, v 5.526261, i 2, n 116
timestamp 1655590460.514742, v 5.526380, i 3, n 116
timestamp 1655590460.539875, v 5.528820, i 2, n 116
timestamp 1655590460.564837, v 5.528910, i 3, n 116
timestamp 1655590460.590034, v 5.547952, i 2, n 116
timestamp 1655590460.615002, v 5.547948, i 3, n 116
timestamp 1655590460.640238, v 5.529347, i 2, n 116
timestamp 1655590460.665166, v 5.529457, i 3, n 116
timestamp 1655590460.690366, v 5.546788, i 2, n 115
timestamp 1655590460.715401, v 5.546803, i 3, n 115
timestamp 1655590460.740675, v 5.541057, i 2, n 116
timestamp 1655590460.765406, v 5.541107, i 3, n 116
timestamp 1655590460.790586, v 5.550000, i 2, n 116
timestamp 1655590460.815515, v 5.550000, i 3, n 116
timestamp 1655590460.840619, v 5.550000, i 2, n 115
timestamp 1655590460.865539, v 5.550000, i 3, n 115
timestamp 1655590460.890702, v 5.550000, i 3, n 117
timestamp 1655590460.915610, v 5.550000, i 4, n 117
timestamp 1655590460.940669, v 5.550000, i 2, n 116
timestamp 1655590460.965731, v 5.550000, i 4, n 116
timestamp 1655590460.990915, v 5.532410, i 2, n 116
timestamp 1655590461.016015, v 5.532610, i 4, n 116
timestamp 1655590461.041101, v 5.550000, i 2, n 115
timestamp 1655590461.066270, v 5.550000, i 3, n 115
timestamp 1655590461.091349, v 5.550000, i 5, n 115
timestamp 1655590461.116433, v 5.550000, i 6, n 115
timestamp 1655590461.141463, v 5.550000, i 5, n 113
timestamp 1655590461.166442, v 5.550000, i 3, n 114
timestamp 1655590461.191647, v 5.550000, i 2, n 114
timestamp 1655590461.216624, v 5.550000, i 3, n 114
timestamp 1655590461.241829, v 5.550000, i 2, n 116
timestamp 1655590461.266730, v 5.550000, i 3, n 116
timestamp 1655590461.291826, v 5.550000, i 2, n 116
timestamp 1655590461.316835, v 5.550000, i 3, n 116
timestamp 1655590461.341950, v 5.550000, i 2, n 116
timestamp 1655590461.366985, v 5.550000, i 3, n 116
timestamp 1655590461.392208, v 5.546877, i 2, n 116
timestamp 1655590461.417192, v 5.546895, i 3, n 116
timestamp 1655590461.442369, v 5.550000, i 2, n 116
timestamp 1655590461.467261, v 5.550000, i 3, n 116
timestamp 1655590461.492423, v 5.550000, i 2, n 116
timestamp 1655590461.517382, v 5.550000, i 2, n 118
timestamp 1655590461.542574, v 5.550000, i 3, n 118
timestamp 1655590461.567566, v 5.550000, i 1, n 117
timestamp 1655590461.592679, v 5.550000, i 2, n 117
timestamp 1655590461.617708, v 5.550000, i 3, n 117
timestamp 1655590461.642736, v 5.550000, i 2, n 116
timestamp 1655590461.667823, v 5.550000, i 1, n 117
timestamp 1655590461.692819, v 5.550000, i 3, n 117
timestamp 1655590461.717813, v 5.550000, i 4, n 117
timestamp 1655590461.742876, v 5.550000, i 2, n 116
timestamp 1655590461.767853, v 5.550000, i 4, n 116
timestamp 1655590461.792865, v 5.550000, i 2, n 116
timestamp 1655590461.817886, v 5.550000, i 2, n 118
timestamp 1655590461.842928, v 5.550000, i 3, n 118
timestamp 1655590461.867963, v 5.550000, i 4, n 118
timestamp 1655590461.893018, v 5.550000, i 2, n 116
timestamp 1655590461.918027, v 5.550000, i 3, n 116
timestamp 1655590461.943077, v 5.550000, i 2, n 116
timestamp 1655590461.968055, v 5.550000, i 3, n 116
timestamp 1655590461.993161, v 5.550000, i 2, n 116
timestamp 1655590462.018120, v 5.550000, i 3, n 116
timestamp 1655590462.043216, v 5.550000, i 2, n 116
timestamp 1655590462.068168, v 5.550000, i 4, n 116
timestamp 1655590462.093239, v 5.550000, i 2, n 116
timestamp 1655590462.118212, v 5.550000, i 4, n 116
timestamp 1655590462.143275, v 5.550000, i 2, n 116
timestamp 1655590462.168288, v 5.550000, i 3, n 116
timestamp 1655590462.193428, v 5.550000, i 2, n 117
timestamp 1655590462.218516, v 5.550000, i 1, n 117
timestamp 1655590462.243670, v 5.550000, i 3, n 117
timestamp 1655590462.268594, v 5.550000, i 4, n 117
timestamp 1655590462.293710, v 5.550000, i 2, n 116
timestamp 1655590462.318693, v 5.550000, i 4, n 116
timestamp 1655590462.343927, v 5.550000, i 2, n 117
timestamp 1655590462.368954, v 5.550000, i 3, n 117
timestamp 1655590462.394121, v 5.550000, i 2, n 116
timestamp 1655590462.419164, v 5.550000, i 4, n 116
timestamp 1655590462.444294, v 5.550000, i 2, n 116
timestamp 1655590462.469320, v 5.550000, i 4, n 116
timestamp 1655590462.494523, v 5.550000, i 2, n 116
timestamp 1655590462.519638, v 5.550000, i 3, n 116
timestamp 1655590462.544720, v 5.550000, i 2, n 117
timestamp 1655590462.569763, v 5.550000, i 2, n 117
timestamp 1655590462.594882, v 5.550000, i 3, n 117
timestamp 1655590462.619865, v 5.550000, i 1, n 116
timestamp 1655590462.644908, v 5.550000, i 2, n 116
timestamp 1655590462.669948, v 5.550000, i 3, n 116
timestamp 1655590462.695104, v 5.550000, i 2, n 117
timestamp 1655590462.720221, v 5.550000, i 4, n 117
timestamp 1655590462.745366, v 5.550000, i 2, n 116
timestamp 1655590462.770479, v 5.550000, i 4, n 116
timestamp 1655590462.795655, v 5.550000, i 3, n 116
timestamp 1655590462.820629, v 5.550000, i 1, n 117
timestamp 1655590462.845686, v 5.550000, i 2, n 117
timestamp 1655590462.870766, v 5.536676, i 2, n 117
timestamp 1655590462.895885, v 5.536752, i 3, n 117
timestamp 1655590462.920996, v 5.550000, i 1, n 116
timestamp 1655590462.945954, v 5.550000, i 2, n 116
timestamp 1655590462.975996, v 5.550000, i 1, n 117
timestamp 1655590463.000998, v 5.550000, i 3, n 117
timestamp 1655590463.030931, v 5.550000, i 2, n 116
timestamp 1655590463.055927, v 5.550000, i 3, n 116
timestamp 1655590463.080931, v 5.550000, i 1, n 116
timestamp 1655590463.105986, v 5.550000, i 3, n 116
timestamp 1655590463.131206, v 5.550000, i 2, n 115
timestamp 1655590463.156250, v 5.550000, i 3, n 115
timestamp 1655590463.181225, v 5.550000, i 1, n 117
timestamp 1655590463.206358, v 5.550000, i 3, n 117
timestamp 1655590463.231374, v 5.550000, i 2, n 116
timestamp 1655590463.256483, v 5.550000, i 3, n 116
timestamp 1655590463.281535, v 5.550000, i 2, n 117
timestamp 1655590463.306597, v 5.550000, i 3, n 117
timestamp 1655590463.331590, v 5.546874, i 2, n 116
timestamp 1655590463.356584, v 5.546892, i 3, n 116
timestamp 1655590463.381613, v 5.550000, i 2, n 116
timestamp 1655590463.406811, v 5.550000, i 3, n 116
timestamp 1655590463.431927, v 5.550000, i 2, n 116
timestamp 1655590463.457116, v 5.550000, i 4, n 116
timestamp 1655590463.482066, v 5.543985, i 2, n 116
timestamp 1655590463.507119, v 5.544019, i 3, n 116
timestamp 1655590463.532110, v 5.542534, i 2, n 116
timestamp 1655590463.557189, v 5.542576, i 3, n 116
timestamp 1655590463.582204, v 5.550000, i 2, n 115
timestamp 1655590463.607215, v 5.550000, i 3, n 115
timestamp 1655590463.632233, v 5.550000, i 2, n 116
timestamp 1655590463.657322, v 5.550000, i 3, n 116
timestamp 1655590463.682323, v 5.550000, i 2, n 116
timestamp 1655590463.707405, v 5.550000, i 3, n 116
timestamp 1655590463.732470, v 5.550000, i 2, n 118
timestamp 1655590463.757546, v 5.550000, i 4, n 118
timestamp 1655590463.782643, v 5.533778, i 2, n 117
timestamp 1655590463.807791, v 5.533962, i 4, n 117
timestamp 1655590463.832860, v 5.542491, i 1, n 116
timestamp 1655590463.857937, v 5.542575, i 3, n 116
timestamp 1655590463.882981, v 5.550000, i 2, n 115
timestamp 1655590463.908050, v 5.550000, i 3, n 115
timestamp 1655590463.933176, v 5.550000, i 2, n 116
timestamp 1655590463.958168, v 5.550000, i 3, n 116
timestamp 1655590463.983198, v 5.550000, i 2, n 116
timestamp 1655590464.008268, v 5.550000, i 3, n 116
timestamp 1655590464.033277, v 5.548307, i 2, n 118
timestamp 1655590464.058375, v 5.548326, i 4, n 118
timestamp 1655590464.083392, v 5.550000, i 2, n 117
timestamp 1655590464.108540, v 5.550000, i 4, n 117
timestamp 1655590464.133643, v 5.550000, i 2, n 116
timestamp 1655590464.158755, v 5.550000, i 3, n 116
timestamp 1655590464.183788, v 5.533748, i 2, n 118
timestamp 1655590464.208838, v 5.533929, i 4, n 118
timestamp 1655590464.233866, v 5.546875, i 2, n 116
timestamp 1655590464.259031, v 5.546893, i 3, n 116
timestamp 1655590464.284169, v 5.550000, i 2, n 117
timestamp 1655590464.309271, v 5.550000, i 4, n 117
timestamp 1655590464.334288, v 5.550000, i 2, n 117
timestamp 1655590464.359484, v 5.550000, i 3, n 117
timestamp 1655590464.384514, v 5.550000, i 2, n 116
timestamp 1655590464.409504, v 5.550000, i 3, n 116
timestamp 1655590464.434570, v 5.550000, i 2, n 116
timestamp 1655590464.459630, v 5.550000, i 3, n 116
timestamp 1655590464.484720, v 5.550000, i 2, n 116
timestamp 1655590464.509792, v 5.550000, i 1, n 117
timestamp 1655590464.534907, v 5.550000, i 2, n 117
timestamp 1655590464.559887, v 5.550000, i 4, n 117
timestamp 1655590464.584959, v 5.535310, i 2, n 116
timestamp 1655590464.610037, v 5.535393, i 3, n 116
timestamp 1655590464.639920, v 5.516477, i 3, n 118
timestamp 1655590464.664953, v 5.516666, i 4, n 118
timestamp 1655590464.689980, v 5.550000, i 2, n 117
timestamp 1655590464.719995, v 5.550000, i 1, n 115
timestamp 1655590464.744967, v 5.550000, i 2, n 115
timestamp 1655590464.769971, v 5.550000, i 1, n 118
timestamp 1655590464.799961, v 5.550000, i 3, n 118
timestamp 1655590464.825062, v 5.501675, i 1, n 117
timestamp 1655590464.850030, v 5.502211, i 3, n 117
timestamp 1655590464.875076, v 5.528020, i 1, n 115
timestamp 1655590464.900155, v 5.528274, i 3, n 115
timestamp 1655590464.925225, v 5.538125, i 1, n 116
timestamp 1655590464.950248, v 5.538258, i 3, n 116
timestamp 1655590464.975377, v 5.550000, i 1, n 116
timestamp 1655590465.000382, v 5.550000, i 2, n 116
timestamp 1655590465.025451, v 5.511949, i 1, n 116
timestamp 1655590465.050572, v 5.512163, i 2, n 116
timestamp 1655590465.075520, v 5.522262, i 2, n 117
timestamp 1655590465.100602, v 5.522418, i 3, n 117
timestamp 1655590465.125776, v 5.538146, i 2, n 117
timestamp 1655590465.150914, v 5.538213, i 3, n 117
timestamp 1655590465.176036, v 5.498993, i 1, n 115
timestamp 1655590465.201005, v 5.499287, i 2, n 115
timestamp 1655590465.225978, v 5.472764, i 1, n 116
timestamp 1655590465.250947, v 5.473641, i 3, n 116
timestamp 1655590465.276088, v 5.550000, i 2, n 116
timestamp 1655590465.301163, v 5.550000, i 3, n 116
timestamp 1655590465.326226, v 5.550000, i 1, n 117
timestamp 1655590465.351204, v 5.550000, i 2, n 117
timestamp 1655590465.376295, v 5.484406, i 1, n 116
timestamp 1655590465.401281, v 5.485153, i 3, n 116
timestamp 1655590465.426284, v 5.497433, i 1, n 116
timestamp 1655590465.451336, v 5.498028, i 3, n 116
timestamp 1655590465.476488, v 5.507572, i 2, n 117
timestamp 1655590465.501482, v 5.507811, i 3, n 117
timestamp 1655590465.526503, v 5.494574, i 1, n 116
timestamp 1655590465.551692, v 5.495206, i 3, n 116
timestamp 1655590465.576835, v 5.532483, i 2, n 115
timestamp 1655590465.601838, v 5.532586, i 3, n 115
timestamp 1655590465.627004, v 5.477618, i 2, n 115
timestamp 1655590465.652055, v 5.478035, i 3, n 115
timestamp 1655590465.677140, v 5.462817, i 2, n 116
timestamp 1655590465.702175, v 5.463322, i 3, n 116
timestamp 1655590465.727323, v 5.450809, i 1, n 117
timestamp 1655590465.752314, v 5.451921, i 3, n 117
timestamp 1655590465.782282, v 5.497678, i 2, n 117
timestamp 1655590465.807376, v 5.497973, i 3, n 117
timestamp 1655590465.832388, v 5.536695, i 2, n 117
timestamp 1655590465.857525, v 5.536846, i 4, n 117
timestamp 1655590465.882618, v 5.532324, i 2, n 117
timestamp 1655590465.907575, v 5.532525, i 4, n 117
timestamp 1655590465.932624, v 5.516400, i 2, n 116
timestamp 1655590465.957648, v 5.516786, i 4, n 116
timestamp 1655590465.982723, v 5.481871, i 2, n 116
timestamp 1655590466.007921, v 5.482260, i 3, n 116
timestamp 1655590466.032873, v 5.480351, i 2, n 116
timestamp 1655590466.057976, v 5.480745, i 3, n 116
timestamp 1655590466.083162, v 5.471588, i 2, n 117
timestamp 1655590466.108242, v 5.472029, i 3, n 117
timestamp 1655590466.133332, v 5.516549, i 3, n 117
timestamp 1655590466.158234, v 5.516740, i 4, n 117
timestamp 1655590466.183356, v 5.507839, i 2, n 116
timestamp 1655590466.208458, v 5.508078, i 3, n 116
timestamp 1655590466.233565, v 5.509359, i 2, n 115
timestamp 1655590466.258512, v 5.509593, i 3, n 115
timestamp 1655590466.283711, v 5.507878, i 3, n 117
timestamp 1655590466.308566, v 5.508119, i 4, n 117
timestamp 1655590466.333765, v 5.504928, i 2, n 116
timestamp 1655590466.358778, v 5.505183, i 3, n 116
timestamp 1655590466.383959, v 5.502131, i 3, n 117
timestamp 1655590466.408888, v 5.484167, i 1, n 116
timestamp 1655590466.433956, v 5.484546, i 2, n 116
timestamp 1655590466.458899, v 5.485303, i 4, n 116
timestamp 1655590466.484004, v 5.474749, i 2, n 115
timestamp 1655590466.509036, v 5.475184, i 3, n 115
timestamp 1655590466.534112, v 5.493446, i 2, n 116
timestamp 1655590466.559065, v 5.493769, i 3, n 116
timestamp 1655590466.584222, v 5.506408, i 2, n 116
timestamp 1655590466.609197, v 5.506656, i 3, n 116
timestamp 1655590466.634287, v 5.512268, i 2, n 115
timestamp 1655590466.659323, v 5.512486, i 3, n 115
timestamp 1655590466.684509, v 5.519447, i 2, n 116
timestamp 1655590466.709405, v 5.519623, i 3, n 116
timestamp 1655590466.734706, v 5.523913, i 3, n 116
timestamp 1655590466.759476, v 5.524063, i 4, n 116
timestamp 1655590466.784644, v 5.502163, i 2, n 115
timestamp 1655590466.809534, v 5.502439, i 3, n 115
timestamp 1655590466.834640, v 5.470314, i 2, n 116
timestamp 1655590466.859560, v 5.470769, i 3, n 116
timestamp 1655590466.884678, v 5.500622, i 2, n 116
timestamp 1655590466.909644, v 5.513287, i 1, n 116
timestamp 1655590466.934815, v 5.513707, i 3, n 116
timestamp 1655590466.959684, v 5.513916, i 4, n 116
timestamp 1655590466.984804, v 5.513663, i 2, n 116
timestamp 1655590467.009739, v 5.513871, i 3, n 116
timestamp 1655590467.034889, v 5.491934, i 2, n 116
timestamp 1655590467.059885, v 5.492264, i 3, n 116
timestamp 1655590467.085102, v 5.487712, i 2, n 115
timestamp 1655590467.110019, v 5.488070, i 3, n 115
timestamp 1655590467.135218, v 5.503541, i 2, n 116
timestamp 1655590467.160199, v 5.503806, i 3, n 116
timestamp 1655590467.185235, v 5.512192, i 2, n 116
timestamp 1655590467.210236, v 5.512408, i 3, n 116
timestamp 1655590467.235545, v 5.487701, i 2, n 115
timestamp 1655590467.260347, v 5.488059, i 3, n 115
timestamp 1655590467.285602, v 5.526661, i 2, n 116
timestamp 1655590467.310456, v 5.526795, i 3, n 116
timestamp 1655590467.335459, v 5.520862, i 2, n 116
timestamp 1655590467.360476, v 5.542446, i 1, n 118
timestamp 1655590467.385734, v 5.542530, i 3, n 118
timestamp 1655590467.410646, v 5.542572, i 4, n 118
timestamp 1655590467.435799, v 5.539656, i 2, n 116
timestamp 1655590467.460703, v 5.539715, i 3, n 116
timestamp 1655590467.485886, v 5.526635, i 2, n 116
timestamp 1655590467.510891, v 5.526900, i 4, n 116
timestamp 1655590467.536083, v 5.504891, i 2, n 117
timestamp 1655590467.560961, v 5.505145, i 3, n 117
timestamp 1655590467.586210, v 5.530988, i 2, n 116
timestamp 1655590467.611111, v 5.531097, i 3, n 116
timestamp 1655590467.636268, v 5.528081, i 2, n 116
timestamp 1655590467.661233, v 5.528206, i 3, n 116
timestamp 1655590467.686352, v 5.503434, i 2, n 117
timestamp 1655590467.711348, v 5.503696, i 3, n 117
timestamp 1655590467.737038, v 5.493390, i 2, n 116
timestamp 1655590467.761380, v 5.492857, i 1, n 116
timestamp 1655590467.786521, v 5.493509, i 3, n 116
timestamp 1655590467.811432, v 5.493835, i 4, n 116
timestamp 1655590467.836494, v 5.518010, i 2, n 116
timestamp 1655590467.861519, v 5.518194, i 3, n 116
timestamp 1655590467.886669, v 5.549764, i 2, n 116
timestamp 1655590467.911696, v 5.550000, i 2, n 117
timestamp 1655590467.936843, v 5.550000, i 3, n 117
timestamp 1655590467.961806, v 5.526332, i 1, n 118
timestamp 1655590467.986869, v 5.526595, i 3, n 118
timestamp 1655590468.011847, v 5.526726, i 4, n 118
timestamp 1655590468.036911, v 5.536764, i 2, n 116
timestamp 1655590468.061925, v 5.536839, i 3, n 116
timestamp 1655590468.087016, v 5.549764, i 2, n 116
timestamp 1655590468.112014, v 5.549765, i 3, n 116
timestamp 1655590468.137190, v 5.541102, i 2, n 116
timestamp 1655590468.162069, v 5.529413, i 2, n 117
timestamp 1655590468.187297, v 5.529530, i 3, n 117
timestamp 1655590468.212222, v 5.546854, i 1, n 116
timestamp 1655590468.237393, v 5.546871, i 2, n 116
timestamp 1655590468.262464, v 5.546889, i 3, n 116
timestamp 1655590468.287664, v 5.538214, i 2, n 116
timestamp 1655590468.312631, v 5.535221, i 2, n 117
timestamp 1655590468.337789, v 5.535305, i 3, n 117
timestamp 1655590468.362786, v 5.541032, i 1, n 117
timestamp 1655590468.388013, v 5.541082, i 2, n 117
timestamp 1655590468.413033, v 5.530877, i 2, n 117
timestamp 1655590468.438132, v 5.530985, i 3, n 117
timestamp 1655590468.463147, v 5.522130, i 1, n 116
timestamp 1655590468.488175, v 5.522287, i 2, n 116
timestamp 1655590468.513179, v 5.513473, i 1, n 115
timestamp 1655590468.538349, v 5.513682, i 2, n 115
timestamp 1655590468.563298, v 5.529420, i 2, n 117
timestamp 1655590468.588555, v 5.529537, i 3, n 117
timestamp 1655590468.613554, v 5.529654, i 4, n 117
timestamp 1655590468.638650, v 5.528068, i 2, n 116
timestamp 1655590468.663629, v 5.528192, i 3, n 116
timestamp 1655590468.688669, v 5.542547, i 2, n 116
timestamp 1655590468.713651, v 5.542633, i 4, n 116
timestamp 1655590468.738729, v 5.550000, i 2, n 116
timestamp 1655590468.763764, v 5.536674, i 1, n 116
timestamp 1655590468.788835, v 5.536749, i 2, n 116
timestamp 1655590468.813893, v 5.506056, i 1, n 117
timestamp 1655590468.839031, v 5.506300, i 2, n 117
timestamp 1655590468.864130, v 5.506544, i 3, n 117
timestamp 1655590468.889330, v 5.538202, i 2, n 116
timestamp 1655590468.914342, v 5.538336, i 4, n 116
timestamp 1655590468.939422, v 5.550000, i 2, n 116
timestamp 1655590468.964447, v 5.550000, i 1, n 117
timestamp 1655590468.989532, v 5.550000, i 2, n 117
timestamp 1655590469.014479, v 5.550000, i 1, n 116
timestamp 1655590469.039662, v 5.550000, i 2, n 116
timestamp 1655590469.064785, v 5.550000, i 3, n 116
timestamp 1655590469.089944, v 5.513571, i 2, n 117
timestamp 1655590469.114830, v 5.529422, i 1, n 116
timestamp 1655590469.144853, v 5.529539, i 2, n 116
timestamp 1655590469.169915, v 5.529408, i 1, n 116
timestamp 1655590469.194914, v 5.529524, i 2, n 116
timestamp 1655590469.220076, v 5.538118, i 1, n 117
timestamp 1655590469.245050, v 5.538251, i 3, n 117
timestamp 1655590469.275065, v 5.550000, i 2, n 117
timestamp 1655590469.300047, v 5.550000, i 4, n 117
timestamp 1655590469.325214, v 5.550000, i 1, n 116
timestamp 1655590469.350146, v 5.550000, i 3, n 116
timestamp 1655590469.375224, v 5.549762, i 1, n 117
timestamp 1655590469.400176, v 5.549765, i 3, n 117
timestamp 1655590469.425230, v 5.550000, i 2, n 116
timestamp 1655590469.450277, v 5.550000, i 3, n 116
timestamp 1655590469.475356, v 5.550000, i 2, n 116
timestamp 1655590469.500368, v 5.550000, i 3, n 116
timestamp 1655590469.525385, v 5.550000, i 2, n 117
timestamp 1655590469.550457, v 5.550000, i 3, n 117
timestamp 1655590469.575426, v 5.550000, i 2, n 116
timestamp 1655590469.600466, v 5.550000, i 3, n 116
timestamp 1655590469.625614, v 5.550000, i 2, n 116
timestamp 1655590469.650682, v 5.550000, i 3, n 116
timestamp 1655590469.675791, v 5.550000, i 5, n 116
timestamp 1655590469.700880, v 5.546901, i 3, n 116
timestamp 1655590469.726016, v 5.532409, i 2, n 116
timestamp 1655590469.751000, v 5.532509, i 3, n 116
timestamp 1655590469.776203, v 5.529556, i 2, n 116
timestamp 1655590469.801214, v 5.529674, i 3, n 116
timestamp 1655590469.826203, v 5.550000, i 2, n 116
timestamp 1655590469.851350, v 5.550000, i 3, n 116
timestamp 1655590469.876462, v 5.550000, i 2, n 116
timestamp 1655590469.901542, v 5.550000, i 3, n 116
timestamp 1655590469.926655, v 5.550000, i 2, n 117
timestamp 1655590469.951696, v 5.550000, i 3, n 117
timestamp 1655590469.976807, v 5.545429, i 2, n 116
timestamp 1655590470.001849, v 5.545455, i 3, n 116
timestamp 1655590470.026931, v 5.546871, i 2, n 116
timestamp 1655590470.051995, v 5.546889, i 3, n 116
timestamp 1655590470.076989, v 5.550000, i 2, n 115
timestamp 1655590470.101992, v 5.550000, i 3, n 115
timestamp 1655590470.127028, v 5.550000, i 2, n 116
timestamp 1655590470.152028, v 5.550000, i 3, n 116
timestamp 1655590470.177060, v 5.550000, i 2, n 117
timestamp 1655590470.202086, v 5.550000, i 3, n 117
timestamp 1655590470.227240, v 5.550000, i 2, n 116
timestamp 1655590470.252250, v 5.550000, i 3, n 116
timestamp 1655590470.277332, v 5.550000, i 2, n 116
timestamp 1655590470.302466, v 5.550000, i 3, n 116
timestamp 1655590470.327595, v 5.550000, i 2, n 117
timestamp 1655590470.352597, v 5.550000, i 3, n 117
timestamp 1655590470.377642, v 5.550000, i 2, n 116
timestamp 1655590470.402714, v 5.550000, i 3, n 116
timestamp 1655590470.427767, v 5.550000, i 2, n 116
timestamp 1655590470.452807, v 5.550000, i 3, n 116
timestamp 1655590470.477848, v 5.536726, i 2, n 117
timestamp 1655590470.502909, v 5.536801, i 3, n 117
timestamp 1655590470.527977, v 5.536751, i 2, n 116
timestamp 1655590470.552960, v 5.536826, i 3, n 116
timestamp 1655590470.577988, v 5.550000, i 2, n 117
timestamp 1655590470.603046, v 5.550000, i 3, n 117
timestamp 1655590470.628053, v 5.550000, i 2, n 117
timestamp 1655590470.653054, v 5.550000, i 3, n 117
timestamp 1655590470.678123, v 5.550000, i 2, n 116
timestamp 1655590470.703286, v 5.550000, i 3, n 116
timestamp 1655590470.728265, v 5.550000, i 3, n 117
timestamp 1655590470.753368, v 5.550000, i 4, n 117
timestamp 1655590470.778453, v 5.550000, i 2, n 116
timestamp 1655590470.803441, v 5.550000, i 3, n 116
timestamp 1655590470.828653, v 5.543979, i 2, n 116
timestamp 1655590470.853680, v 5.544013, i 3, n 116
timestamp 1655590470.878817, v 5.550000, i 2, n 117
timestamp 1655590470.903950, v 5.550000, i 3, n 117
timestamp 1655590470.929035, v 5.550000, i 2, n 116
timestamp 1655590470.954094, v 5.550000, i 3, n 116
timestamp 1655590470.979190, v 5.542530, i 2, n 117
timestamp 1655590471.004176, v 5.542614, i 4, n 117
timestamp 1655590471.029163, v 5.550000, i 2, n 117
timestamp 1655590471.054384, v 5.550000, i 3, n 117
timestamp 1655590471.079464, v 5.550000, i 2, n 117
timestamp 1655590471.104375, v 5.550000, i 4, n 117
timestamp 1655590471.129434, v 5.550000, i 2, n 117
timestamp 1655590471.154522, v 5.550000, i 3, n 117
timestamp 1655590471.179455, v 5.550000, i 2, n 116
timestamp 1655590471.204505, v 5.550000, i 3, n 116
timestamp 1655590471.229540, v 5.550000, i 2, n 116
timestamp 1655590471.254586, v 5.550000, i 4, n 116
timestamp 1655590471.279662, v 5.550000, i 3, n 115
timestamp 1655590471.304643, v 5.550000, i 4, n 115
timestamp 1655590471.329741, v 5.550000, i 3, n 116
timestamp 1655590471.354799, v 5.550000, i 4, n 116
timestamp 1655590471.379961, v 5.538191, i 2, n 116
timestamp 1655590471.404935, v 5.538258, i 3, n 116
timestamp 1655590471.429990, v 5.550000, i 2, n 117
timestamp 1655590471.455115, v 5.550000, i 4, n 117
timestamp 1655590471.480300, v 5.550000, i 2, n 116
timestamp 1655590471.505290, v 5.550000, i 4, n 116
timestamp 1655590471.530359, v 5.550000, i 3, n 116
timestamp 1655590471.555312, v 5.550000, i 4, n 116
timestamp 1655590471.580328, v 5.550000, i 2, n 116
timestamp 1655590471.605366, v 5.550000, i 4, n 116
timestamp 1655590471.630639, v 5.550000, i 2, n 116
timestamp 1655590471.655528, v 5.550000, i 3, n 116
timestamp 1655590471.680738, v 5.550000, i 2, n 115
timestamp 1655590471.705604, v 5.550000, i 3, n 115
timestamp 1655590471.730820, v 5.550000, i 2, n 116
timestamp 1655590471.755650, v 5.550000, i 3, n 116
timestamp 1655590471.780847, v 5.550000, i 2, n 116
timestamp 1655590471.805729, v 5.550000, i 4, n 116
timestamp 1655590471.830966, v 5.550000, i 2, n 117
timestamp 1655590471.855991, v 5.550000, i 3, n 117
timestamp 1655590471.881160, v 5.550000, i 2, n 116
timestamp 1655590471.906032, v 5.550000, i 4, n 116
timestamp 1655590471.931231, v 5.550000, i 2, n 116
timestamp 1655590471.956150, v 5.550000, i 4, n 116
timestamp 1655590471.981436, v 5.550000, i 2, n 116
timestamp 1655590472.006320, v 5.550000, i 3, n 116
timestamp 1655590472.031482, v 5.550000, i 2, n 116
timestamp 1655590472.056422, v 5.550000, i 4, n 116
timestamp 1655590472.081777, v 5.550000, i 3, n 117
timestamp 1655590472.106601, v 5.550000, i 4, n 117
timestamp 1655590472.131856, v 5.550000, i 2, n 117
timestamp 1655590472.156804, v 5.550000, i 4, n 117
timestamp 1655590472.182002, v 5.550000, i 2, n 116
timestamp 1655590472.206950, v 5.550000, i 3, n 116
timestamp 1655590472.232197, v 5.550000, i 2, n 117
timestamp 1655590472.257094, v 5.550000, i 4, n 117
timestamp 1655590472.282353, v 5.550000, i 2, n 116
timestamp 1655590472.307251, v 5.550000, i 1, n 116
timestamp 1655590472.332450, v 5.550000, i 2, n 116
timestamp 1655590472.357476, v 5.550000, i 3, n 116
timestamp 1655590472.382622, v 5.550000, i 2, n 117
timestamp 1655590472.407596, v 5.550000, i 4, n 117
timestamp 1655590472.432788, v 5.550000, i 2, n 117
timestamp 1655590472.457716, v 5.550000, i 4, n 117
timestamp 1655590472.482914, v 5.550000, i 2, n 117
timestamp 1655590472.507809, v 5.550000, i 3, n 117
timestamp 1655590472.532946, v 5.550000, i 2, n 117
timestamp 1655590472.558065, v 5.550000, i 4, n 117
timestamp 1655590472.583153, v 5.550000, i 3, n 116
