# CARMEN Logfile
# file format is one message per line
# message_name [message contents] ipc_timestamp ipc_hostname logger_timestamp
# message formats defined: PARAM SYNC ODOM RAWLASER1 RAWLASER2 RAWLASER3 RAWLASER4 ROBOTLASER1 ROBOTLASER2 FLASER RLASER LASER3 LASER4
# PARAM param_name param_value
# COMMENT text 
# SYNC tagname
# ODOM x y theta tv rv accel
# TRUEPOS true_x true_y true_theta odom_x odom_y odom_theta
# RAWLASER1 laser_type start_angle field_of_view angular_resolution maximum_range accuracy remission_mode num_readings [range_readings] num_remissions [remission values]
# RAWLASER2 laser_type start_angle field_of_view angular_resolution maximum_range accuracy remission_mode num_readings [range_readings] num_remissions [remission values]
# RAWLASER3 laser_type start_angle field_of_view angular_resolution maximum_range accuracy remission_mode num_readings [range_readings] num_remissions [remission values]
# RAWLASER4 laser_type start_angle field_of_view angular_resolution maximum_range accuracy remission_mode num_readings [range_readings] num_remissions [remission values]
# POSITIONLASER laserid x y z phi(roll) theta(pitch) psi(yaw) 
# ROBOTLASER1 laser_type start_angle field_of_view angular_resolution maximum_range accuracy remission_mode num_readings [range_readings] num_remissions [remission values] laser_pose_x laser_pose_y laser_pose_theta robot_pose_x robot_pose_y robot_pose_theta laser_tv laser_rv forward_safety_dist side_safty_dist turn_axis
# ROBOTLASER2 laser_type start_angle field_of_view angular_resolution maximum_range accuracy remission_mode num_readings [range_readings] num_remissions [remission values] laser_pose_x laser_pose_y laser_pose_theta robot_pose_x robot_pose_y robot_pose_theta laser_tv laser_rv forward_safety_dist side_safty_dist turn_axis
# NMEAGGA gpsnr utc latitude_dm lat_orient longitude_dm long_orient gps_quality num_satellites hdop sea_level alititude geo_sea_level geo_sep data_age
# NMEARMC gpsnr validity utc latitude_dm lat_orient longitude_dm long_orient speed course variation var_dir date
# SONAR cone_angle num_sonars [sonar_reading] [sonar_offsets x y theta]
# BUMPER num_bumpers [bumper_reading] [bumper_offsets x y]
# SCANMARK start_stop_indicator laserID 
# IMU accelerationX accelerationY accelerationZ quaternion_q0 quaternion_q1 quaternion_q2 quaternion_q3 magneticfieldX magneticfieldY magneticfieldZ gyroX gyroY gyroZ
# XSENS_EULER accelerationX accelerationY accelerationZ pitch roll yaw magneticfieldX magneticfieldY magneticfieldZ gyroX gyroY gyroZ
# XSENS_QUAT accelerationX accelerationY accelerationZ quaternion_q0 quaternion_q1 quaternion_q2 quaternion_q3 magneticfieldX magneticfieldY magneticfieldZ gyroX gyroY gyroZ
# XSENS_MATRIX accelerationX accelerationY accelerationZ matrix_0-0 matrix_0-1 matrix_0-2 matrix_1-0 matrix_1-1 matrix_1-2 matrix_2-0 matrix_2-1 matrix_2-2s magneticfieldX magneticfieldY magneticfieldZ gyroX gyroY gyroZ
# XSENS_MTIG quaternion_q0 quaternion_q1 quaternion_q2 quaternion_q3 accelerationX accelerationY accelerationZ gyroX gyroY gyroZ magneticfieldX magneticfieldY magneticfieldZ velocityX velocityY velocityZ latitude longitude height gps_fix xkf_valid sensor_ID
# VECTORMOVE distance theta
# ROBOTVELOCITY tv rv 
# VECTORMOVE distance theta
# ROBOTVELOCITY tv rv 
# FOLLOWTRAJECTORY x y theta tv rv num readings [trajectory points: x y theta tv rv]
# BASEVELOCITY tv rv 
# 
# OLD LOG MESSAGES: 
# (old) # FLASER num_readings [range_readings] x y theta odom_x odom_y odom_theta
# (old) # RLASER num_readings [range_readings] x y theta odom_x odom_y odom_theta
# (old) # LASER3 num_readings [range_readings]
# (old) # LASER4 num_readings [range_readings]
# (old) # REMISSIONFLASER num_readings [range_readings remission_value]
# (old) # REMISSIONRLASER num_readings [range_readings remission_value]
# (old) # REMISSIONLASER3 num_readings [range_readings remission_value]
# (old) # REMISSIONLASER4 num_readings [range_readings remission_value]
# robot: default
PARAM gps_nmea_1_y 0.0 1588794003.476751 lcad-G7-7588 1588794003.476751
PARAM gps_nmea_1_z -0.06 1588794003.476753 lcad-G7-7588 1588794003.476753
PARAM gps_nmea_1_yaw 0.0 1588794003.476755 lcad-G7-7588 1588794003.476755
PARAM gps_nmea_1_pitch 0.0 1588794003.476756 lcad-G7-7588 1588794003.476756
PARAM gps_nmea_1_roll 0.0 1588794003.476758 lcad-G7-7588 1588794003.476758
PARAM gps_nmea_2_x -0.25 1588794003.476760 lcad-G7-7588 1588794003.476760
PARAM gps_nmea_2_y -0.73 1588794003.476761 lcad-G7-7588 1588794003.476761
PARAM gps_nmea_2_z -0.10 1588794003.476763 lcad-G7-7588 1588794003.476763
PARAM gps_nmea_2_yaw 0.0 1588794003.476765 lcad-G7-7588 1588794003.476765
PARAM gps_nmea_2_pitch 0.0 1588794003.476766 lcad-G7-7588 1588794003.476766
PARAM gps_nmea_2_roll 0.0 1588794003.476768 lcad-G7-7588 1588794003.476768
PARAM gps_nmea_3_x -0.23 1588794003.476769 lcad-G7-7588 1588794003.476769
PARAM gps_nmea_3_y 0.75 1588794003.476771 lcad-G7-7588 1588794003.476771
PARAM gps_nmea_3_z -0.10 1588794003.476773 lcad-G7-7588 1588794003.476773
PARAM gps_nmea_3_yaw 0.0 1588794003.476774 lcad-G7-7588 1588794003.476774
PARAM gps_nmea_3_pitch 0.0 1588794003.476776 lcad-G7-7588 1588794003.476776
PARAM gps_nmea_3_roll 0.0 1588794003.476778 lcad-G7-7588 1588794003.476778
PARAM sensor_board_1_x 0.572 1588794003.476895 lcad-G7-7588 1588794003.476895
PARAM sensor_board_1_y 0.0 1588794003.476899 lcad-G7-7588 1588794003.476899
PARAM sensor_board_1_z 1.394 1588794003.476901 lcad-G7-7588 1588794003.476901
PARAM sensor_board_1_yaw 0.0 1588794003.476903 lcad-G7-7588 1588794003.476903
PARAM sensor_board_1_pitch 0.0122173048 1588794003.476904 lcad-G7-7588 1588794003.476904
PARAM sensor_board_1_roll 0.0 1588794003.476906 lcad-G7-7588 1588794003.476906
PARAM sensor_board_1_laser_id 0 1588794003.476908 lcad-G7-7588 1588794003.476908
PARAM front_bullbar_x 3.52 1588794003.477077 lcad-G7-7588 1588794003.477077
PARAM front_bullbar_y 0 1588794003.477081 lcad-G7-7588 1588794003.477081
PARAM front_bullbar_z 0.395 1588794003.477083 lcad-G7-7588 1588794003.477083
PARAM front_bullbar_yaw 0.0 1588794003.477085 lcad-G7-7588 1588794003.477085
PARAM front_bullbar_pitch 0.0 1588794003.477086 lcad-G7-7588 1588794003.477086
PARAM front_bullbar_roll 0.0 1588794003.477088 lcad-G7-7588 1588794003.477088
PARAM front_bullbar_middle_x 0.0 1588794003.477090 lcad-G7-7588 1588794003.477090
PARAM front_bullbar_middle_y 0.0 1588794003.477091 lcad-G7-7588 1588794003.477091
PARAM front_bullbar_middle_z 0.0 1588794003.477093 lcad-G7-7588 1588794003.477093
PARAM front_bullbar_middle_yaw 0.0 1588794003.477102 lcad-G7-7588 1588794003.477102
PARAM front_bullbar_middle_pitch 0.0 1588794003.477103 lcad-G7-7588 1588794003.477103
PARAM front_bullbar_middle_roll 0.0 1588794003.477105 lcad-G7-7588 1588794003.477105
PARAM front_bullbar_left_corner_x 0 1588794003.477106 lcad-G7-7588 1588794003.477106
PARAM front_bullbar_left_corner_y 0.772 1588794003.477108 lcad-G7-7588 1588794003.477108
PARAM front_bullbar_left_corner_z 0.2 1588794003.477110 lcad-G7-7588 1588794003.477110
PARAM front_bullbar_left_corner_yaw 0.785398 1588794003.477111 lcad-G7-7588 1588794003.477111
PARAM front_bullbar_left_corner_pitch 0.0 1588794003.477113 lcad-G7-7588 1588794003.477113
PARAM front_bullbar_left_corner_roll 0.0 1588794003.477115 lcad-G7-7588 1588794003.477115
PARAM front_bullbar_left_corner_laser_id 2 1588794003.477116 lcad-G7-7588 1588794003.477116
PARAM front_bullbar_right_corner_x 0 1588794003.477118 lcad-G7-7588 1588794003.477118
PARAM front_bullbar_right_corner_y -0.772 1588794003.477120 lcad-G7-7588 1588794003.477120
PARAM front_bullbar_right_corner_z 0.2 1588794003.477121 lcad-G7-7588 1588794003.477121
PARAM front_bullbar_right_corner_yaw 0.785398 1588794003.477123 lcad-G7-7588 1588794003.477123
PARAM front_bullbar_right_corner_pitch 0.0 1588794003.477125 lcad-G7-7588 1588794003.477125
PARAM front_bullbar_right_corner_roll 0.0 1588794003.477126 lcad-G7-7588 1588794003.477126
PARAM front_bullbar_right_corner_laser_id 0 1588794003.477128 lcad-G7-7588 1588794003.477128
PARAM rear_bullbar_x -0.8 1588794003.477283 lcad-G7-7588 1588794003.477283
PARAM rear_bullbar_y 0 1588794003.477287 lcad-G7-7588 1588794003.477287
PARAM rear_bullbar_z 0.2 1588794003.477289 lcad-G7-7588 1588794003.477289
PARAM rear_bullbar_yaw 3.1415 1588794003.477290 lcad-G7-7588 1588794003.477290
PARAM rear_bullbar_pitch 0.0 1588794003.477292 lcad-G7-7588 1588794003.477292
PARAM rear_bullbar_roll 0.0 1588794003.477294 lcad-G7-7588 1588794003.477294
PARAM rear_bullbar_left_corner_x 0 1588794003.477295 lcad-G7-7588 1588794003.477295
PARAM rear_bullbar_left_corner_y 0.772 1588794003.477297 lcad-G7-7588 1588794003.477297
PARAM rear_bullbar_left_corner_z 0.2 1588794003.477299 lcad-G7-7588 1588794003.477299
PARAM rear_bullbar_left_corner_yaw 0.785398 1588794003.477300 lcad-G7-7588 1588794003.477300
PARAM rear_bullbar_left_corner_pitch 0.0 1588794003.477302 lcad-G7-7588 1588794003.477302
PARAM rear_bullbar_left_corner_roll 0.0 1588794003.477304 lcad-G7-7588 1588794003.477304
PARAM rear_bullbar_left_corner_laser_id 0 1588794003.477305 lcad-G7-7588 1588794003.477305
PARAM rear_bullbar_right_corner_x 0 1588794003.477307 lcad-G7-7588 1588794003.477307
PARAM rear_bullbar_right_corner_y -0.772 1588794003.477309 lcad-G7-7588 1588794003.477309
PARAM rear_bullbar_right_corner_z 0.2 1588794003.477310 lcad-G7-7588 1588794003.477310
PARAM rear_bullbar_right_corner_yaw 0.785398 1588794003.477312 lcad-G7-7588 1588794003.477312
PARAM rear_bullbar_right_corner_pitch 0.0 1588794003.477314 lcad-G7-7588 1588794003.477314
PARAM rear_bullbar_right_corner_roll 0.0 1588794003.477315 lcad-G7-7588 1588794003.477315
PARAM rear_bullbar_right_corner_laser_id 3 1588794003.477317 lcad-G7-7588 1588794003.477317
PARAM laser_num_laser_devices 3 1588794003.477655 lcad-G7-7588 1588794003.477655
PARAM laser_use_device_locks off 1588794003.477657 lcad-G7-7588 1588794003.477657
PARAM laser_laser1_dev /dev/ttyUSB2 1588794003.477659 lcad-G7-7588 1588794003.477659
PARAM laser_laser1_type LMS 1588794003.477661 lcad-G7-7588 1588794003.477661
PARAM laser_laser1_baud 500000 1588794003.477662 lcad-G7-7588 1588794003.477662
PARAM laser_laser1_resolution 0.5 1588794003.477664 lcad-G7-7588 1588794003.477664
PARAM laser_laser1_fov 180 1588794003.477666 lcad-G7-7588 1588794003.477666
PARAM laser_laser1_flipped 0 1588794003.477667 lcad-G7-7588 1588794003.477667
PARAM laser_laser1_use_remission none 1588794003.477669 lcad-G7-7588 1588794003.477669
PARAM laser_laser2_dev /dev/ttyACM0 1588794003.477671 lcad-G7-7588 1588794003.477671
PARAM laser_laser2_type HOKUYOURG 1588794003.477672 lcad-G7-7588 1588794003.477672
PARAM laser_laser2_baud 500000 1588794003.477682 lcad-G7-7588 1588794003.477682
PARAM laser_laser2_resolution 0.5 1588794003.477684 lcad-G7-7588 1588794003.477684
PARAM laser_laser2_fov 270 1588794003.477686 lcad-G7-7588 1588794003.477686
PARAM laser_laser2_flipped 0 1588794003.477687 lcad-G7-7588 1588794003.477687
PARAM laser_laser2_use_remission none 1588794003.477689 lcad-G7-7588 1588794003.477689
PARAM laser_laser3_dev /dev/ttyACM1 1588794003.477691 lcad-G7-7588 1588794003.477691
PARAM laser_laser3_type HOKUYOURG 1588794003.477692 lcad-G7-7588 1588794003.477692
PARAM laser_laser3_baud 500000 1588794003.477694 lcad-G7-7588 1588794003.477694
PARAM laser_laser3_resolution 0.5 1588794003.477696 lcad-G7-7588 1588794003.477695
PARAM laser_laser3_fov 270 1588794003.477697 lcad-G7-7588 1588794003.477697
PARAM laser_laser3_flipped 0 1588794003.477699 lcad-G7-7588 1588794003.477699
PARAM laser_laser3_use_remission none 1588794003.477700 lcad-G7-7588 1588794003.477700
PARAM laser_ldmrs_address 192.168.0.104 1588794003.477702 lcad-G7-7588 1588794003.477702
PARAM laser_ldmrs_port 12002 1588794003.477704 lcad-G7-7588 1588794003.477704
PARAM laser_ldmrs_x 0.12 1588794003.477705 lcad-G7-7588 1588794003.477705
PARAM laser_ldmrs_y 0.0 1588794003.477707 lcad-G7-7588 1588794003.477707
PARAM laser_ldmrs_z 0.05 1588794003.477709 lcad-G7-7588 1588794003.477709
PARAM laser_ldmrs_roll 0.0 1588794003.477710 lcad-G7-7588 1588794003.477710
PARAM laser_ldmrs_pitch -0.015 1588794003.477712 lcad-G7-7588 1588794003.477712
PARAM laser_ldmrs_yaw -0.01 1588794003.477714 lcad-G7-7588 1588794003.477713
PARAM laser_ldmrs_vertical_resolution 4 1588794003.477715 lcad-G7-7588 1588794003.477715
PARAM laser_ldmrs_range_max 130.0 1588794003.477717 lcad-G7-7588 1588794003.477717
PARAM laser_ldmrs_time_spent_by_each_scan 0.00005906049 1588794003.477719 lcad-G7-7588 1588794003.477718
PARAM laser_ldmrs_cutoff_negative_acceleration 2.7 1588794003.477722 lcad-G7-7588 1588794003.477722
PARAM laser_x 1.23 1588794003.477726 lcad-G7-7588 1588794003.477726
PARAM laser_y -0.28 1588794003.477727 lcad-G7-7588 1588794003.477727
PARAM laser_z 1.13 1588794003.477729 lcad-G7-7588 1588794003.477729
PARAM laser_roll 0.0 1588794003.477731 lcad-G7-7588 1588794003.477731
PARAM laser_pitch 0.053 1588794003.477732 lcad-G7-7588 1588794003.477732
PARAM laser_yaw 0.0 1588794003.477734 lcad-G7-7588 1588794003.477734
PARAM laser_size_x 0.25 1588794003.477736 lcad-G7-7588 1588794003.477736
PARAM laser_size_y 0.25 1588794003.477737 lcad-G7-7588 1588794003.477737
PARAM laser_size_z 0.32 1588794003.477739 lcad-G7-7588 1588794003.477739
PARAM xsens_x 0.175 1588794003.478215 lcad-G7-7588 1588794003.478215
PARAM xsens_y -0.01 1588794003.478218 lcad-G7-7588 1588794003.478218
PARAM xsens_z 0.25 1588794003.478219 lcad-G7-7588 1588794003.478219
PARAM xsens_roll 0.0 1588794003.478221 lcad-G7-7588 1588794003.478221
PARAM xsens_pitch 0.0 1588794003.478223 lcad-G7-7588 1588794003.478223
PARAM xsens_yaw 0.0 1588794003.478224 lcad-G7-7588 1588794003.478224
PARAM xsens_gps_x -0.81 1588794003.478226 lcad-G7-7588 1588794003.478226
PARAM xsens_gps_y -0.006 1588794003.478227 lcad-G7-7588 1588794003.478227
PARAM xsens_gps_z -0.27 1588794003.478229 lcad-G7-7588 1588794003.478229
PARAM xsens_magnetic_declination -23.457849 1588794003.478231 lcad-G7-7588 1588794003.478231
PARAM xsens_scenario 6 1588794003.478232 lcad-G7-7588 1588794003.478232
PARAM xsens_size_x 0.06 1588794003.478234 lcad-G7-7588 1588794003.478234
PARAM xsens_size_y 0.04 1588794003.478236 lcad-G7-7588 1588794003.478236
PARAM xsens_size_z 0.02 1588794003.478237 lcad-G7-7588 1588794003.478237
PARAM xsens_dev /dev/iara_xsens 1588794003.478239 lcad-G7-7588 1588794003.478239
PARAM xsens_mti_mode 5 1588794003.478241 lcad-G7-7588 1588794003.478241
PARAM xsens_mti_settings 1 1588794003.478242 lcad-G7-7588 1588794003.478242
PARAM xsens_mti_dev /dev/iara_xsens 1588794003.478244 lcad-G7-7588 1588794003.478244
PARAM xsensOdometer_fake_wheel off 1588794003.478347 lcad-G7-7588 1588794003.478347
PARAM xsensOdometer_velocity_threshold 0.0 1588794003.478351 lcad-G7-7588 1588794003.478350
PARAM xsensOdometer_acceleration_threshold 0.0 1588794003.478358 lcad-G7-7588 1588794003.478358
PARAM xsensOdometer_constant_friction 0.0 1588794003.478360 lcad-G7-7588 1588794003.478360
PARAM xsensOdometer_velocity_friction 0.0 1588794003.478362 lcad-G7-7588 1588794003.478362
PARAM velodyne_model 32E 1588794003.478867 lcad-G7-7588 1588794003.478867
PARAM velodyne_scan_port 2368 1588794003.478871 lcad-G7-7588 1588794003.478871
PARAM velodyne_gps_enable off 1588794003.478873 lcad-G7-7588 1588794003.478873
PARAM velodyne_gps_port 8308 1588794003.478875 lcad-G7-7588 1588794003.478875
PARAM velodyne_vertical_resolution 32 1588794003.478876 lcad-G7-7588 1588794003.478876
PARAM velodyne_mapper on 1588794003.478878 lcad-G7-7588 1588794003.478878
PARAM velodyne_time_spent_by_each_scan 0.000046091445 1588794003.478880 lcad-G7-7588 1588794003.478880
PARAM velodyne_fov 360.0 1588794003.478884 lcad-G7-7588 1588794003.478884
PARAM velodyne_x 0.145 1588794003.478885 lcad-G7-7588 1588794003.478885
PARAM velodyne_y 0.0 1588794003.478887 lcad-G7-7588 1588794003.478887
PARAM velodyne_z 0.48 1588794003.478889 lcad-G7-7588 1588794003.478889
PARAM velodyne_roll 0.0 1588794003.478890 lcad-G7-7588 1588794003.478890
PARAM velodyne_pitch -0.0227 1588794003.478892 lcad-G7-7588 1588794003.478892
PARAM velodyne_yaw -0.01 1588794003.478894 lcad-G7-7588 1588794003.478894
PARAM velodyne0_model ouster 1588794003.479100 lcad-G7-7588 1588794003.479100
PARAM velodyne0_gps_enable off 1588794003.479103 lcad-G7-7588 1588794003.479103
PARAM velodyne0_vertical_resolution 64 1588794003.479105 lcad-G7-7588 1588794003.479105
PARAM velodyne0_mapper on 1588794003.479106 lcad-G7-7588 1588794003.479106
PARAM velodyne0_time_spent_by_each_scan 0.000048828 1588794003.479108 lcad-G7-7588 1588794003.479108
PARAM velodyne0_fov 360.0 1588794003.479111 lcad-G7-7588 1588794003.479111
PARAM velodyne0_x 0.145 1588794003.479113 lcad-G7-7588 1588794003.479113
PARAM velodyne0_y 0.0 1588794003.479115 lcad-G7-7588 1588794003.479115
PARAM velodyne0_z 0.48 1588794003.479116 lcad-G7-7588 1588794003.479116
PARAM velodyne0_roll 0.0 1588794003.479118 lcad-G7-7588 1588794003.479118
PARAM velodyne0_pitch -0.0227 1588794003.479120 lcad-G7-7588 1588794003.479120
PARAM velodyne0_yaw -0.01 1588794003.479121 lcad-G7-7588 1588794003.479121
PARAM velodyne0_vertical_correction 16.611 16.084 15.557 15.029 14.502 13.975 13.447 12.920 12.393 11.865 11.338 10.811 10.283 9.756 9.229 8.701 8.174 7.646 7.119 6.592 6.064 5.537 5.010 4.482 3.955 3.428 2.900 2.373 1.846 1.318 0.791 0.264 -0.264 -0.791 -1.318 -1.846 -2.373 -2.900 -3.428 -3.955 -4.482 -5.010 -5.537 -6.064 -6.592 -7.119 -7.646 -8.174 -8.701 -9.229 -9.756 -10.283 -10.811 -11.338 -11.865 -12.393 -12.920 -13.447 -13.975 -14.502 -15.029 -15.557 -16.084 -16.611 1588794003.479123 lcad-G7-7588 1588794003.479123
PARAM velodyne0_horizontal_correction 3.164 1.055 -1.055 -3.164 3.164 1.055 -1.055 -3.164 3.164 1.055 -1.055 -3.164 3.164 1.055 -1.055 -3.164 3.164 1.055 -1.055 -3.164 3.164 1.055 -1.055 -3.164 3.164 1.055 -1.055 -3.164 3.164 1.055 -1.055 -3.164 3.164 1.055 -1.055 -3.164 3.164 1.055 -1.055 -3.164 3.164 1.055 -1.055 -3.164 3.164 1.055 -1.055 -3.164 3.164 1.055 -1.055 -3.164 3.164 1.055 -1.055 -3.164 3.164 1.055 -1.055 -3.164 3.164 1.055 -1.055 -3.164 1588794003.479128 lcad-G7-7588 1588794003.479128
PARAM velodyne0_velodyne_package_rate 754.0 1588794003.479133 lcad-G7-7588 1588794003.479133
PARAM velodyne0_dist_lsb 0.2 1588794003.479135 lcad-G7-7588 1588794003.479135
PARAM velodyne0_rotation_resolution 0.01 1588794003.479137 lcad-G7-7588 1588794003.479137
PARAM velodyne0_rotation_max_units 36000 1588794003.479138 lcad-G7-7588 1588794003.479138
PARAM velodyne0_velodyne_num_lasers 16 1588794003.479140 lcad-G7-7588 1588794003.479140
PARAM velodyne0_velodyne_num_shots 16 1588794003.479142 lcad-G7-7588 1588794003.479142
PARAM velodyne0_min_sensing_distance 1000 1588794003.479143 lcad-G7-7588 1588794003.479143
PARAM velodyne0_max_sensing_distance 24000 1588794003.479145 lcad-G7-7588 1588794003.479145
PARAM velodyne0_velodyne_msg_buffer_size 1206 1588794003.479156 lcad-G7-7588 1588794003.479156
PARAM velodyne0_velodyne_gps_buffer_size 498 1588794003.479158 lcad-G7-7588 1588794003.479158
PARAM velodyne0_velodyne_driver_broadcast_freq_hz 60.0 1588794003.479159 lcad-G7-7588 1588794003.479159
PARAM velodyne0_velodyne_udp_port 2369 1588794003.479163 lcad-G7-7588 1588794003.479163
PARAM velodyne0_velodyne_gps_udp_port 8309 1588794003.479165 lcad-G7-7588 1588794003.479165
PARAM velodyne0_velodyne_upper_header_bytes 61183 1588794003.479166 lcad-G7-7588 1588794003.479166
PARAM velodyne0_velodyne_lower_header_bytes 56831 1588794003.479168 lcad-G7-7588 1588794003.479168
PARAM velodyne0_gyro_scale_factor 0.09766 1588794003.479170 lcad-G7-7588 1588794003.479170
PARAM velodyne0_temp_scale_factor 0.1453 1588794003.479171 lcad-G7-7588 1588794003.479171
PARAM velodyne0_temp_base_factor 25 1588794003.479173 lcad-G7-7588 1588794003.479173
PARAM velodyne0_accel_scale_factor 0.001221 1588794003.479174 lcad-G7-7588 1588794003.479174
PARAM velodyne0_velodyne_min_frequency 1.0 1588794003.479176 lcad-G7-7588 1588794003.479176
PARAM velodyne1_model 32E 1588794003.479374 lcad-G7-7588 1588794003.479374
PARAM velodyne1_gps_enable off 1588794003.479377 lcad-G7-7588 1588794003.479377
PARAM velodyne1_mapper on 1588794003.479379 lcad-G7-7588 1588794003.479379
PARAM velodyne1_time_spent_by_each_scan 0.000046091445 1588794003.479380 lcad-G7-7588 1588794003.479380
PARAM velodyne1_fov 360.0 1588794003.479384 lcad-G7-7588 1588794003.479384
PARAM velodyne1_x 0.145 1588794003.479385 lcad-G7-7588 1588794003.479385
PARAM velodyne1_y 0.0 1588794003.479387 lcad-G7-7588 1588794003.479387
PARAM velodyne1_z 0.48 1588794003.479389 lcad-G7-7588 1588794003.479389
PARAM velodyne1_roll 0.0 1588794003.479390 lcad-G7-7588 1588794003.479390
PARAM velodyne1_pitch -0.0227 1588794003.479392 lcad-G7-7588 1588794003.479392
PARAM velodyne1_yaw -0.01 1588794003.479394 lcad-G7-7588 1588794003.479394
PARAM velodyne1_vertical_correction -30.67 -9.3299999 -29.33 -8.0 -28.0 -6.6700001 -26.67 -5.3299999 -25.33 -4.0 -24.0 -2.6700001 -22.67 -1.33 -21.33 0.0 -20.0 1.33 -18.67 2.6700001 -17.33 4.0 -16.0 5.3299999 -14.67 6.6700001 -13.33 8.0 -12.0 9.3299999 -10.67 10.67 1588794003.479395 lcad-G7-7588 1588794003.479395
PARAM velodyne1_velodyne_package_rate 1808.0 1588794003.479400 lcad-G7-7588 1588794003.479400
PARAM velodyne1_dist_lsb 0.2 1588794003.479402 lcad-G7-7588 1588794003.479402
PARAM velodyne1_rotation_resolution 0.01 1588794003.479403 lcad-G7-7588 1588794003.479403
PARAM velodyne1_rotation_max_units 36000 1588794003.479405 lcad-G7-7588 1588794003.479405
PARAM velodyne1_velodyne_num_lasers 32 1588794003.479406 lcad-G7-7588 1588794003.479406
PARAM velodyne1_velodyne_num_shots 12 1588794003.479408 lcad-G7-7588 1588794003.479408
PARAM velodyne1_min_sensing_distance 1000 1588794003.479410 lcad-G7-7588 1588794003.479410
PARAM velodyne1_max_sensing_distance 24000 1588794003.479411 lcad-G7-7588 1588794003.479411
PARAM velodyne1_velodyne_msg_buffer_size 1206 1588794003.479413 lcad-G7-7588 1588794003.479413
PARAM velodyne1_velodyne_gps_buffer_size 498 1588794003.479415 lcad-G7-7588 1588794003.479415
PARAM velodyne1_velodyne_driver_broadcast_freq_hz 60.0 1588794003.479416 lcad-G7-7588 1588794003.479416
PARAM velodyne1_velodyne_udp_port 2368 1588794003.479420 lcad-G7-7588 1588794003.479420
PARAM velodyne1_velodyne_gps_udp_port 8308 1588794003.479421 lcad-G7-7588 1588794003.479421
PARAM velodyne1_velodyne_upper_header_bytes 61183 1588794003.479423 lcad-G7-7588 1588794003.479423
PARAM velodyne1_velodyne_lower_header_bytes 56831 1588794003.479425 lcad-G7-7588 1588794003.479425
PARAM velodyne1_gyro_scale_factor 0.09766 1588794003.479426 lcad-G7-7588 1588794003.479426
PARAM velodyne1_temp_scale_factor 0.1453 1588794003.479428 lcad-G7-7588 1588794003.479428
PARAM velodyne1_temp_base_factor 25 1588794003.479430 lcad-G7-7588 1588794003.479430
PARAM velodyne1_accel_scale_factor 0.001221 1588794003.479431 lcad-G7-7588 1588794003.479431
PARAM velodyne1_velodyne_min_frequency 1.0 1588794003.479433 lcad-G7-7588 1588794003.479433
PARAM joystick_deadspot on 1588794003.479501 lcad-G7-7588 1588794003.479501
PARAM joystick_deadspot_size 0.2 1588794003.479503 lcad-G7-7588 1588794003.479503
PARAM bumblebee_basic1_width 1280 1588794003.481149 lcad-G7-7588 1588794003.481149
PARAM bumblebee_basic1_height 960 1588794003.481152 lcad-G7-7588 1588794003.481152
PARAM bumblebee_basic1_fx 0.764749 1588794003.481154 lcad-G7-7588 1588794003.481154
PARAM bumblebee_basic1_fy 1.01966 1588794003.481156 lcad-G7-7588 1588794003.481156
PARAM bumblebee_basic1_cu 0.505423 1588794003.481157 lcad-G7-7588 1588794003.481157
PARAM bumblebee_basic1_cv 0.493814 1588794003.481159 lcad-G7-7588 1588794003.481159
PARAM bumblebee_basic1_baseline 0.24004 1588794003.481161 lcad-G7-7588 1588794003.481161
PARAM bumblebee_basic1_pixel_size 0.00000375 1588794003.481162 lcad-G7-7588 1588794003.481162
PARAM bumblebee_basic1_is_legacy off 1588794003.481164 lcad-G7-7588 1588794003.481164
PARAM bumblebee_basic1_is_rectified on 1588794003.481166 lcad-G7-7588 1588794003.481166
PARAM bumblebee_basic1_model XB3 1588794003.481167 lcad-G7-7588 1588794003.481167
PARAM bumblebee_basic1_fov 0.576 1588794003.481169 lcad-G7-7588 1588794003.481169
PARAM bumblebee_basic1_tlight_roi_x 320 1588794003.481171 lcad-G7-7588 1588794003.481171
PARAM bumblebee_basic1_tlight_roi_y 0 1588794003.481172 lcad-G7-7588 1588794003.481172
PARAM bumblebee_basic1_tlight_roi_w 640 1588794003.481174 lcad-G7-7588 1588794003.481174
PARAM bumblebee_basic1_tlight_roi_h 480 1588794003.481176 lcad-G7-7588 1588794003.481176
PARAM bumblebee_basic1_tlight_focal_dist 1500.0 1588794003.481177 lcad-G7-7588 1588794003.481177
PARAM bumblebee_basic1_tlight_dist_correction 6.0 1588794003.481179 lcad-G7-7588 1588794003.481179
PARAM bumblebee_basic3_width 640 1588794003.481181 lcad-G7-7588 1588794003.481181
PARAM bumblebee_basic3_height 480 1588794003.481182 lcad-G7-7588 1588794003.481182
PARAM bumblebee_basic3_fx 0.764749 1588794003.481184 lcad-G7-7588 1588794003.481184
PARAM bumblebee_basic3_fy 1.01966 1588794003.481186 lcad-G7-7588 1588794003.481186
PARAM bumblebee_basic3_cu 0.505423 1588794003.481187 lcad-G7-7588 1588794003.481187
PARAM bumblebee_basic3_cv 0.493814 1588794003.481189 lcad-G7-7588 1588794003.481189
PARAM bumblebee_basic3_baseline 0.24004 1588794003.481190 lcad-G7-7588 1588794003.481190
PARAM bumblebee_basic3_pixel_size 0.00000375 1588794003.481192 lcad-G7-7588 1588794003.481192
